appid	name	release_date	english	developer	publisher	categories	genres	price
611980	Oik 2	2017-03-28	1	Crew Lab	Crew Lab	Single-player;Steam Achievements;Steam Trading Cards	Casual;Indie	0.79
612010	Duel VR	2017-04-30	1	Booster Space	Greenlight Games	Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Steam Achievements;Steam Trading Cards;Stats;Steam Leaderboards	Violent;Action;Casual;Early Access	6.99
612020	Zombidle : REMONSTERED	2017-05-30	1	Berzerk Studio	Berzerk Studio	Single-player;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;In-App Purchases;Steam Cloud	Casual;Free to Play;Indie;Strategy	0
612030	Harvest Simulator VR	2017-11-25	1	Sakis25 Games	Bolt Virtual	Single-player	Simulation	5.19
612050	VRIQ	2017-05-03	1	3DIQ	3DIQ	Single-player	Free to Play;Simulation	0
612070	Kio's Adventure	2017-04-05	1	Spacelight Studio	Spacelight Studio	Single-player;Steam Achievements	Nudity;Violent;Adventure;Indie;RPG	1.59
612100	These nights in Cairo	2017-10-17	1	Salamandra88	7DOTS	Single-player;Steam Achievements;Steam Trading Cards	Sexual Content;Nudity;Casual;Indie	5.79
612110	Sweet fantasy	2017-04-04	1	Salamandra88	7DOTS	Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud	Sexual Content;Adventure;Casual;Indie	2.79
612120	Darwin's bots: Episode 1	2017-03-27	1	Duplicator Studio	Duplicator Studio	Single-player	Nudity;Violent;Action;Adventure;Indie	5.59
612140	Weebish Mines	2017-04-20	1	DXF Games	DXF Games	Single-player;Steam Achievements;Partial Controller Support;Steam Cloud	Adventure;Indie	1.99
612150	Conran - The dinky Raccoon	2017-04-13	1	Nifty Productions	Nifty Productions	Single-player;Steam Achievements;Full controller support;Steam Trading Cards	Action;Indie;Strategy	3.99
612160	Splinter Zone	2017-06-01	1	MOKKOGRAD	MOKKOGRAD	Single-player;Steam Achievements;Full controller support;Steam Trading Cards	Action	3.49
612170	One Eyed Kutkh	2017-03-30	1	Baba Yaga Games	Baba Yaga Games	Single-player;Steam Achievements;Full controller support	Adventure;Indie	1.99
612190	Fastigium: Dead End	2017-03-31	1	ifgames studio	ifgames studio	Single-player	Violent;Gore;Action;Adventure;Indie;Simulation	3.99
612220	Chaos Edge	2017-04-04	1	LaoniuStudio	LaoniuStudio	Single-player	Action;Adventure;RPG;Early Access	4.99
612250	Eastwood VR	2017-05-15	1	RAV3 Interactive	RAV3 Interactive	Single-player;Multi-player;Online Multi-Player;Steam Achievements;Steam Trading Cards;Stats	Action;Indie;Simulation;Early Access	2.79
612300	Sudden Strike Gold	2017-05-22	1	Fireglow	Kalypso Media Digital	Single-player;Includes level editor	Strategy	4.79
612310	GORB	2017-04-07	1	Jon Gallant	jgallant	Single-player;Steam Achievements;Steam Cloud	Casual;Indie;Simulation;Strategy	0.79
612370	PAKO 2	2017-11-16	1	Tree Men Games	Tree Men Games	Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Stats;Steam Leaderboards	Violent;Action;Racing	4.79
612380	Cryptocracy	2017-04-11	1	Dozen Minds OU	Dozen Minds OU	Single-player	Casual;Indie;Strategy	0.99
612390	Dandara	2018-02-06	1	Long Hat House	Raw Fury	Single-player;Steam Achievements;Full controller support;Steam Cloud	Action;Indie	11.99
612430	Epic Mayhem	2017-04-19	1	NedoStudio	NedoStudio	Single-player;Multi-player;Local Multi-Player;Co-op;Local Co-op;Shared/Split Screen;Full controller support;Steam Trading Cards	Action;Casual;Indie;Racing;Sports	0.79
612440	The Cable Center - Virtual Archive	2017-04-06	1	The Cable Center	The Cable Center	Single-player	Casual;Free to Play	0
612470	Bio Inc. Redemption	2018-03-08	1	DryGin Studios	DryGin Studios	Single-player;Multi-player;Online Multi-Player;Steam Achievements;Steam Cloud;Steam Leaderboards	Gore;Indie;Simulation;Strategy	9.99
612510	The Far Frontier	2017-10-26	1	Project 'The Game'	Project 'The Game'	Single-player;Steam Achievements;Steam Trading Cards;Stats	Gore;Casual;Indie;Strategy	1.99
612520	Sudden Strike 2 Gold	2017-05-22	1	Fireglow	Kalypso Media Digital	Single-player;Steam Cloud;Includes level editor	Strategy	4.79
612540	Sudden Strike 3	2017-05-22	1	Fireglow	Kalypso Media Digital	Single-player;Steam Cloud;Includes level editor	Strategy	4.79
612570	Fort Triumph	2018-04-26	1	CookieByte Entertainment	All in! Games	Single-player;Full controller support	Indie;Strategy;Early Access	14.99
612590	Mouse Playhouse	2017-03-31	1	Tinkertainment	SMU Guildhall	Single-player;Steam Achievements	Casual;Free to Play;Indie	0
612600	Drone Fighters	2017-04-21	1	Surreal Games	Surreal Games	Single-player;Multi-player;Online Multi-Player;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;Partial Controller Support	Action;Indie;Simulation;Sports;Early Access	5.19
612610	Bombinator	2017-05-05	1	Solid Patterns	Solid Patterns	Online Multi-Player;Online Co-op;Cross-Platform Multiplayer;Steam Achievements;Partial Controller Support	Action;Free to Play;Indie;Early Access	0
612620	Detective Butler: Maiden Voyage Murder	2017-05-26	1	Goldbar Games	Goldbar Games	Single-player;Steam Achievements;Steam Cloud	Adventure;Casual;Free to Play;Indie	0
612720	SAELIG	2017-06-30	1	Stardog Games	Stardog Games	Single-player;Steam Achievements	Indie;RPG;Simulation;Strategy;Early Access	10.99
612740	Bokida - Heartfelt Reunion	2017-05-17	1	Rice Cooker Republic	Rice Cooker Republic	Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud	Adventure;Indie	13.59
612790	INFINITI VR	2017-03-28	1	The Pulse	The Pulse	Single-player	Free to Play	0
612820	Fallen Legion+	2018-01-05	1	YummyYummyTummy;Mintsphere	YummyYummyTummy	Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud	Action;RPG	23.79
612840	Boxplosion	2018-01-15	1	DNV	DNV	Single-player;Steam Achievements;Stats;Steam Leaderboards;Includes level editor	Casual;Indie;Simulation	5.59
612880	Wolfenstein II: The New Colossus	2017-10-26	1	Machine Games	Bethesda Softworks	Single-player;Steam Achievements;Full controller support;Steam Cloud	Action	39.99
612890	Link Twin	2017-04-13	1	Lorraine Studio	Carbon Incubator	Single-player;Steam Achievements;Full controller support;Steam Cloud	Casual;Indie	2.79
612930	Fight of Gods	2019-03-28	1	Digital Crafter	PQube Limited	Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards	Action;Indie	11.39
613010	Secret in Story	2017-06-19	1	Luo Zhi En	Luo Zhi En	Single-player;Steam Achievements;Steam Trading Cards	Adventure;Indie	0.79
613020	Gem Hunter	2017-04-28	1	FoxLeap	FoxLeap	Single-player	Action;Adventure;Indie	4.79
613040	A Lost Room	2017-04-05	1	Cruel Byte	-	Single-player	Adventure;Casual;Indie	6.99
613100	House Flipper	2018-05-17	1	Empyrean	Frozen District;PlayWay S.A.	Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud	Indie;Simulation	15.49
613120	Tank Battle: East Front	2017-03-31	1	HexWar Games	HexWar Games	Single-player	Strategy	6.99
613130	Mega Overload VR	2017-04-18	1	Subdream Studios	Subdream Studios	Single-player;Multi-player;Online Multi-Player;Co-op;Online Co-op;Steam Achievements;Steam Trading Cards;Steam Cloud;Stats;Steam Leaderboards	Action	10.99
613190	Unworthy	2018-05-29	1	Aleksandar Kuzmanovic Games Inc.	Aleksandar Kuzmanovic Games Inc.	Single-player;Steam Achievements;Full controller support;Steam Trading Cards	Action;Adventure;Indie;RPG	12.39
613200	Dead Days	2017-03-31	1	Duskroad Games	Duskroad Games	Single-player;Steam Achievements;Steam Trading Cards	Violent;Action;Casual;Indie	1.99
613210	BlobCat	2017-08-31	1	BySamb	BySamb	Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud	Casual;Indie;Strategy	6.99
613240	Stonekeep	2017-03-24	1	Interplay	Interplay	Single-player	Action;Adventure;RPG	6.99
613270	Dinosis Survival	2017-07-07	1	Corpix Games	Corpix Games	Single-player;Steam Achievements;Captions available	Action;Adventure;Indie;Simulation	3.99
613330	Blackjack Bailey VR	2017-04-27	1	Hologram Software LTD.;iCandy Games Inc.	iCandy Games Inc.	Single-player	Casual;Indie;Simulation	3.99
613370	Upside-Down Dimensions	2017-08-09	1	Hydra Interactive	Hydra Interactive	Single-player;Local Multi-Player;Co-op;Local Co-op;Shared/Split Screen;Partial Controller Support	Action;Adventure;Indie;RPG;Early Access	11.99
613390	DUNGEONS OF CHAOS	2017-09-15	1	Volker Elzner	Volker Elzner	Single-player;Steam Achievements;Steam Cloud	Violent;Gore;Adventure;Indie;RPG	5.99
613400	SAKeRETSU	2017-06-21	1	Klassen Games	Klassen Games	Single-player	RPG	2.79
613410	Delphinia Chronicle	2017-06-15	1	Digital Cookie Co., Ltd.	Digital Cookie Co., Ltd.	Single-player;Online Co-op;Partial Controller Support;Steam Cloud	Action;Adventure;RPG	3.99
613420	BOROS	2017-04-06	1	Kraken Bit	Kraken Bit	Single-player;Local Multi-Player;Shared/Split Screen;Full controller support;Steam Trading Cards;Steam Leaderboards	Action;Casual;Indie	3.99
613450	Please Knock on My Door	2017-09-07	1	Levall Games AB	Levall Games AB	Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud	Indie	9.99
613470	The Inner World - The Last Wind Monk	2017-10-20	1	Studio Fizbin	Headup Games;Kalypso Media Digital	Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud	Adventure;Indie	18.99
613590	Dungeon Of Zaar - Open Beta	2018-04-16	1	KURB	KURB;Plug In Digital	Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Cross-Platform Multiplayer;In-App Purchases;Stats	Free to Play;Indie;Strategy;Early Access	0
613610	Silver Island	2017-03-28	1	Jeremy Sebastiano;Matt Maurer	Monkeys With Keyboards	Single-player	Sexual Content;Nudity;Violent;Gore;Action;Adventure;Indie;RPG	4.79
613620	Hoverloop	2018-01-29	1	Not A Company	Cronos Interactive	Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Co-op;Online Co-op;Local Co-op;Shared/Split Screen;Full controller support	Action;Indie;Early Access	0
613670	The Chronicles of Dragon Wing - Reborn	2017-08-15	0	Dragon Wing Studio	Dragon Wing Studio	Single-player;Multi-player;Online Multi-Player	Casual;Simulation;Strategy	14.99
613730	Need For Drink	2017-11-03	1	Room710Games	Room710Games	Single-player;Multi-player;Steam Achievements;Steam Trading Cards;Partial Controller Support	Action;Adventure;Casual;Simulation	1.49
613790	RED CUBE VR	2017-05-10	1	Egidijus Bachur;Bartosh Polonski;Urte Milda Sirvinskaite	Egidijus Bachur	Single-player;Steam Achievements;Steam Trading Cards	Action;Adventure;Indie;Simulation;Early Access	5.99
613830	CHRONO TRIGGER??	2018-02-27	1	Square Enix	Square Enix	Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud	RPG	11.99
613850	Radiant Crusade	2017-04-05	1	Radiance Games	Radiance Games	Single-player;Full controller support;Steam Trading Cards	Action;Indie;Racing;RPG;Simulation;Strategy	5.79
613860	Tank On Tank Digital  - West Front	2017-05-09	1	Hexdraw	Lock 'n Load Publishing	Single-player;Multi-player;Steam Achievements;Stats	Indie;Simulation;Strategy	14.99
613880	Zoo Tycoon: Ultimate Animal Collection	2018-09-14	1	Frontier Developments;Asobo Studio	Microsoft Studios	Single-player;Online Multi-Player;Steam Achievements;Partial Controller Support;Steam Cloud	Simulation	14.99
613970	Bravery: Rise of The Last Hero	2017-05-25	1	Magic Dungeon Studio	Magic Dungeon Studio	Single-player;Steam Achievements;Steam Trading Cards	Action;Adventure;Indie;RPG;Early Access	3.99
613980	Top Secret	2017-11-27	1	Sky Nite	Sky Nite	Single-player	Action;Adventure	2.09
614030	Rhythm Rush!	2017-04-24	1	KFriske Studios	KFriske Studios	Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Stats	Action;Indie	0.79
614050	Clumsy Knight	2017-04-06	1	BIG WOOD GAMES	BIG WOOD GAMES	Single-player	Adventure;Casual;Indie;RPG;Strategy	1.99
614090	Deadbeat Heroes	2017-10-10	1	Deadbeat Productions	Square Enix 	Single-player;Multi-player;Local Multi-Player;Co-op;Local Co-op;Steam Achievements;Full controller support;Steam Trading Cards;Captions available;Steam Cloud	Action	10.99
614100	Heroes of Paragon	2017-07-05	1	EVERYDAYiPLAY	Plug In Digital	Single-player;Multi-player;Online Multi-Player;In-App Purchases	Free to Play;Indie;Strategy	0
614130	Command: Chains of War	2017-05-18	1	WarfareSims	Slitherine Ltd.	Single-player	Simulation;Strategy	14.99
614140	Illusoria	2017-05-30	1	Under The Bridge	BadLand Publishing	Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support	Adventure;Indie	6.99
614150	Train Harder	2017-04-21	1	2Frogs Software	2Frogs Software	Single-player;Steam Achievements;Stats;Steam Leaderboards	Action;Casual;Indie	4.99
614160	Bug Invaders	2018-01-23	1	Golden Frog	Golden Frog	Single-player	Action;Indie	0.79
614250	Carrier	2017-08-31	1	Cuirass Entertainment Ltd.	Cuirass Entertainment Ltd.	Single-player	Casual;Free to Play	0
614260	Gates Of Nowhere	2018-07-06	1	Symmetrical	IndieGala	Single-player	Violent;Gore;Action;Adventure	10.59
614380	Haunted Manor: Lord of Mirrors Collector's Edition	2017-04-03	1	Top Evidence Studio	Big Fish Games	Single-player	Adventure;Casual	7.19
614460	Amber Tail Adventure	2017-04-05	1	AmberTail	AmberTail	Single-player;Full controller support;Steam Trading Cards	Action;Adventure	0.79
614530	Garden Tale	2017-09-13	1	Bonion Games	AGM PLAYISM	Single-player;Steam Trading Cards	Indie;Simulation;Strategy	6.99
614550	Golden Panic	2017-06-21	1	MissingNo Studio	MissingNo Studio	Multi-player;Online Multi-Player;Local Multi-Player;Co-op;Online Co-op;Local Co-op;Shared/Split Screen;Steam Trading Cards;Partial Controller Support;Includes level editor	Action;Casual;Indie;Early Access	6.99
614560	Battleship Bishojo	2017-03-29	1	Silver Cow Studio	Silver Cow Studio	Single-player	Adventure;Indie;Simulation	9.99
614570	Dishonored??: Death of the Outsider???	2017-09-14	1	Arkane Studios	Bethesda Softworks	Single-player;Steam Achievements;Full controller support;Steam Cloud	Action	19.99
614630	Tiny Rails	2018-05-28	1	Tiny Titan Studios	Tiny Titan Studios	Single-player;Steam Achievements;Steam Trading Cards	Adventure;Casual;Indie;Simulation	6.99
614650	Midnight Calling: Anabel Collector's Edition	2017-04-06	1	Elephant Games	Big Fish Games	Single-player	Adventure;Casual	7.19
614660	Magic Technology	2018-01-29	1	Vulkano Forge	Vulkano Forge	Single-player;Steam Achievements;Steam Trading Cards;Steam Leaderboards	Indie;Strategy	2.09
614700	Nightmare Grotto	2017-05-18	1	8th Shore, Inc.	8th Shore, Inc.	Single-player;Steam Leaderboards	Violent;Action;Indie	5.99
614710	Seance: The Unquiet (Demo 1)	2017-05-02	1	Holospark	Holospark	Single-player;Partial Controller Support	Indie	0
614770	Beachhead: DESERT WAR	2017-05-01	1	Digital Fusion Inc.	Digital Fusion Inc.	Single-player	Action;Casual	1.59
614830	ViveSpray 2	2017-12-27	1	ciwolsey	ciwolsey	Single-player	Casual;Indie;Simulation	5.99
614850	Power Fist VR	2017-07-12	1	Applemint	Applemint	Single-player;Steam Achievements;Steam Cloud;Steam Leaderboards	Action;Casual;Indie	8.99
614880	Battle for Enlor	2017-04-19	1	Sonera Game Studio	Sonera Game Studio	Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud	Strategy	2.79
614890	Cuit	2017-04-24	1	Class-X Games	Class-X Games	Single-player;Steam Achievements;Steam Workshop;Includes level editor	Casual;Indie;Strategy	0
614900	Devade	2017-03-29	1	Paleno Games	Paleno Games	Single-player;Steam Achievements;Steam Trading Cards;Stats	Action;Casual;Indie	0.79
614910	#monstercakes	2017-05-05	1	Paleno Games	Paleno Games	Single-player;Steam Achievements;Steam Trading Cards;Steam Workshop;Steam Cloud;Stats;Steam Leaderboards	Casual;Indie	0.79
614940	The Misfits	2018-08-20	1	PigDogGames,LLC	PigDogGames,LLC	Multi-player;Online Multi-Player;Cross-Platform Multiplayer	Action;Free to Play;Indie;Early Access	0
614950	Shootout on Cash Island	2018-01-18	1	Quantized Bit	Quantized Bit	Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud	Action;Indie	2.09
614960	NEONomicon	2017-06-01	1	CWH Entertainment	CWH Entertainment	Single-player;Local Multi-Player;Local Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Leaderboards	Action;Casual;Indie	0.79
614970	Qbike: Cyberpunk Motorcycles	2017-07-28	1	GexagonVR	GexagonVR	Multi-player;Online Multi-Player;Online Co-op;Cross-Platform Multiplayer;Steam Achievements;Full controller support;Steam Leaderboards	Action;Casual;Massively Multiplayer;Racing;Simulation;Sports;Early Access	6.99
615010	Runic Rampage - Action RPG	2017-05-17	1	Electrocosmos	Electrocosmos	Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud	Action;Adventure;Indie;RPG	4.99
615020	King of the World	2018-10-22	1	Contec Games	Contec Games	Single-player;Multi-player;Online Multi-Player;Co-op;Online Co-op;Steam Achievements;Steam Trading Cards;Includes level editor	Free to Play;Indie;Strategy	0
615070	Dealey Plaza Paintball	2017-09-08	1	Jason Baird	Jason Baird	Single-player;Online Multi-Player	Casual;Massively Multiplayer;Simulation;Sports;Early Access	3.99
615080	Runaway Train	2017-07-14	1	Hammer Games	Hammer Games	Single-player;Steam Achievements;Steam Trading Cards	Casual;Indie	2.09
615090	Royal Offense	2017-05-10	1	Badim	Badim	Single-player;Co-op;Shared/Split Screen;Steam Achievements;Steam Trading Cards;Partial Controller Support;Stats;Steam Leaderboards	Indie;RPG;Strategy	1.99
615120	COMPOUND	2018-05-15	1	Bevan McKechnie	Bevan McKechnie	Single-player	Action;Indie;Early Access	14.99
615150	Twist of Destiny	2017-04-13	1	OneShark	OneShark	Single-player;Steam Cloud	Adventure;Indie;RPG;Early Access	2.09
615160	The Adventures of Alvis	2017-04-03	1	Sunshine Games	Sunshine Games	Single-player	Adventure;Indie;RPG	0
615180	Firewood	2017-07-31	1	Frymore	Frymore	Single-player;Steam Achievements;Steam Trading Cards	Adventure;Casual;Indie	3.99
615250	M.A.X.: Mechanized Assault & Exploration	2017-04-07	1	Interplay Entertainment Corp.	Interplay Entertainment Corp.	Single-player;Multi-player;Local Multi-Player;Shared/Split Screen	Action;Strategy	6.99
615270	Star Rage VR	2017-09-29	1	Metaverse Studio	Metaverse Studio	Single-player	Action;Adventure;Indie	15.49
615330	Happy Penguin VR	2017-03-29	1	Bellcat Game	Bellcat Game	Single-player	Action;Adventure;Indie;Simulation;Sports	0.79
615340	Mystic Journey: Tri Peaks Solitaire	2017-05-11	1	FIVE-BN GAMES	FIVE-BN GAMES	Single-player;Steam Achievements;Steam Trading Cards;In-App Purchases;Steam Cloud	Adventure;Casual;Free to Play	0
615350	Scarlett Mysteries: Cursed Child	2017-06-08	1	World-Loom	Artifex Mundi	Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud	Adventure;Casual	6.99
615390	Encounter of Galaxies	2017-04-17	1	Obi-Wanya	Obi-Wanya	Single-player;Steam Achievements	Action;Indie	1.59
615400	Make It Rain: Love of Money	2018-05-25	1	Game Troopers	Game Troopers	Single-player;Steam Achievements;In-App Purchases;Steam Cloud	Action;Casual;Free to Play;Simulation;Strategy	0
615460	Bitcoin VR	2017-03-31	1	Indiesquare;Mandelduck	Indiesquare	Single-player	Simulation	0
615550	StratoBash	2017-06-02	1	Phr00t's Software	Phr00t's Software	Single-player;Steam Achievements;Steam Trading Cards	Action;Indie;RPG	2.79
615590	Solaright	2017-04-13	1	Zabuza Labs	Zabuza Labs	Single-player	Casual;Indie	6.99
